6	12
71.01	87.15	165.44	170.65	125.55	173.62	
9.81	8.72	8.50	11.32	19.34	12.99	
111.26	153.52	147.31	84.87	26.94	71.40	
3.42	39.41	21.93	16.87	45.99	73.79	46.84	11.73	30.30	77.97	53.30	74.54	
6.93	8.16	5.58	6.83	10.23	10.84	5.57	9.15	6.86	6.09	1.38	9.17	
4.63	7.33	4.63	4.91	8.32	9.45	5.35	7.47	7.29	3.53	2.42	6.53	
1.36	5.29	4.47	2.07	3.09	5.21	5.92	3.12	7.92	2.46	7.21	1.95	
1.92	5.49	3.17	2.34	5.66	7.03	4.46	4.93	6.67	1.13	4.11	4.20	
2.05	6.41	4.27	2.95	5.90	7.58	5.61	5.42	7.82	0.61	4.96	3.45	
2.03	3.06	2.80	1.12	2.43	3.60	4.08	1.48	5.87	3.41	6.53	4.18	
3.46	4.08	2.79	3.42	5.12	5.42	2.78	4.57	3.43	3.04	0.69	4.59	
2.32	3.66	2.32	2.45	4.16	4.72	2.67	3.73	3.64	1.76	1.21	3.27	
0.68	2.64	2.23	1.04	1.54	2.60	2.96	1.56	3.96	1.23	3.61	0.97	
0.96	2.74	1.58	1.17	2.83	3.51	2.23	2.47	3.33	0.57	2.06	2.10	
1.03	3.21	2.14	1.47	2.95	3.79	2.81	2.71	3.91	0.31	2.48	1.73	
1.01	1.53	1.40	0.56	1.21	1.80	2.04	0.74	2.94	1.70	3.27	2.09	
43.49	62.51	33.78	63.84	59.28	98.21	55.45	67.04	60.35	54.22	9.74	46.40	
42.38	65.06	38.56	33.91	71.02	47.36	52.97	65.19	38.07	31.40	15.59	46.95	
10.62	34.20	28.43	14.74	27.32	35.08	49.69	24.62	50.66	12.52	63.30	13.11	
18.13	36.03	25.41	13.33	36.11	67.17	42.50	43.34	39.40	9.81	32.38	23.89	
16.48	40.10	33.13	28.63	51.29	54.35	32.38	49.49	60.78	4.23	34.57	20.33	
19.45	17.17	14.01	10.86	16.64	32.34	29.39	8.72	55.09	23.47	56.62	34.37	

