5	10
59.45	4.91	145.92	160.18	18.13	
12.60	11.12	14.23	12.74	14.39	
76.06	93.60	56.07	64.32	53.22	
16.75	34.38	30.64	35.89	31.84	29.62	29.96	19.13	3.98	31.87	
8.17	3.07	7.24	6.35	9.49	7.29	4.35	3.37	9.33	4.74	
6.52	7.10	5.72	2.30	6.12	8.77	6.89	5.72	6.64	1.78	
3.90	6.63	3.27	7.49	7.45	2.58	3.12	3.00	6.14	8.13	
1.47	10.00	1.46	4.97	2.83	7.03	7.40	6.72	1.59	7.13	
5.32	8.77	4.70	1.08	4.11	8.98	7.78	6.68	4.86	3.22	
4.09	1.54	3.62	3.18	4.74	3.65	2.18	1.68	4.67	2.37	
3.26	3.55	2.86	1.15	3.06	4.39	3.44	2.86	3.32	0.89	
1.95	3.32	1.63	3.74	3.73	1.29	1.56	1.50	3.07	4.07	
0.73	5.00	0.73	2.48	1.42	3.51	3.70	3.36	0.79	3.57	
2.66	4.38	2.35	0.54	2.05	4.49	3.89	3.34	2.43	1.61	
63.99	18.49	41.16	50.52	65.65	45.69	22.11	25.26	90.59	34.93	
41.39	48.42	40.84	14.66	59.67	74.68	34.89	55.84	65.00	14.89	
28.16	44.65	25.42	52.58	53.33	13.23	17.84	19.12	59.19	51.71	
12.43	70.76	10.16	45.38	14.16	62.53	73.04	44.09	10.26	46.79	
29.13	80.47	27.37	7.99	35.12	68.41	67.92	47.75	28.44	22.25	

