6	12
8.84	18.24	8.68	10.34	8.94	12.02	
52.80	84.39	144.85	169.97	63.98	98.26	
150.82	35.27	138.05	105.03	141.47	78.60	
45.78	60.02	35.93	4.29	64.13	42.57	32.56	45.92	59.46	60.41	25.07	23.28	
6.17	6.07	0.89	6.49	10.05	3.75	4.11	5.24	4.81	7.75	9.68	3.05	
5.13	9.37	8.96	4.32	2.89	8.47	5.85	4.96	5.44	5.49	2.88	9.34	
4.05	7.37	4.47	1.46	6.15	5.40	1.08	0.21	2.78	5.72	5.85	5.83	
4.00	2.31	7.25	9.04	6.46	4.20	7.54	8.10	5.12	3.08	6.20	5.09	
7.21	9.14	4.01	4.25	9.93	6.73	3.29	3.66	5.64	9.00	9.62	6.52	
4.32	3.51	8.24	9.38	5.94	5.27	8.15	8.56	5.68	2.95	5.73	6.21	
3.08	3.03	0.44	3.24	5.02	1.88	2.05	2.62	2.41	3.87	4.84	1.52	
2.57	4.68	4.48	2.16	1.45	4.24	2.92	2.48	2.72	2.75	1.44	4.67	
2.02	3.68	2.24	0.73	3.08	2.70	0.54	0.10	1.39	2.86	2.93	2.92	
2.00	1.16	3.63	4.52	3.23	2.10	3.77	4.05	2.56	1.54	3.10	2.54	
3.60	4.57	2.01	2.13	4.97	3.36	1.64	1.83	2.82	4.50	4.81	3.26	
2.16	1.76	4.12	4.69	2.97	2.63	4.08	4.28	2.84	1.47	2.86	3.10	
55.72	57.00	5.79	32.87	57.85	29.18	35.28	27.18	30.77	60.47	91.62	23.68	
44.17	55.29	86.34	32.31	17.58	44.93	44.74	47.67	40.81	53.21	23.24	68.00	
25.17	58.03	41.87	12.24	43.53	33.44	8.52	1.39	27.77	28.62	35.03	49.65	
34.85	16.15	67.30	48.01	45.60	22.43	50.35	63.83	37.30	19.57	31.73	36.02	
49.07	73.44	34.40	37.75	71.68	46.93	31.07	29.99	33.14	59.59	78.63	54.43	
31.13	32.34	61.21	68.37	47.09	27.84	49.62	55.98	28.41	18.70	38.36	34.59	
27.86	28.50	2.90	16.43	28.93	14.59	17.64	13.59	15.38	30.23	45.81	11.84	
22.09	27.64	43.17	16.16	8.79	22.46	22.37	23.84	20.41	26.61	11.62	34.00	
12.59	29.02	20.93	6.12	21.77	16.72	4.26	0.69	13.88	14.31	17.52	24.82	
17.43	8.07	33.65	24.00	22.80	11.21	25.18	31.91	18.65	9.79	15.87	18.01	
24.54	36.72	17.20	18.88	35.84	23.46	15.54	14.99	16.57	29.80	39.31	27.21	
15.56	16.17	30.61	34.19	23.55	13.92	24.81	27.99	14.21	9.35	19.18	17.30	

