6	12
12.02	9.25	9.10	18.23	30.78	14.31	
161.21	22.99	52.65	70.92	170.39	124.87	
69.57	119.78	138.78	33.24	11.22	48.87	
30.27	43.50	42.72	5.41	44.11	54.74	9.90	7.69	4.86	37.58	15.39	55.04	
5.22	3.98	4.35	3.91	4.76	3.79	1.80	6.09	3.27	3.56	1.58	4.30	
6.48	9.63	7.91	5.66	2.93	7.72	5.24	2.89	8.70	3.37	7.78	6.13	
7.36	9.28	6.13	6.25	1.00	7.92	5.08	1.05	8.43	3.82	6.89	4.23	
8.87	5.06	3.15	7.68	7.25	6.75	5.70	8.42	5.10	7.42	2.69	4.80	
9.03	5.84	2.03	7.76	6.45	7.16	5.65	7.55	5.72	7.14	3.03	3.77	
4.47	7.09	6.64	3.38	2.99	5.25	2.71	3.92	6.16	0.94	5.47	5.29	
2.61	1.99	2.17	1.96	2.38	1.90	0.90	3.04	1.63	1.78	0.79	2.15	
3.24	4.81	3.96	2.83	1.46	3.86	2.62	1.44	4.35	1.68	3.89	3.06	
3.68	4.64	3.07	3.13	0.50	3.96	2.54	0.53	4.21	1.91	3.44	2.12	
4.44	2.53	1.58	3.84	3.62	3.38	2.85	4.21	2.55	3.71	1.35	2.40	
4.52	2.92	1.02	3.88	3.22	3.58	2.82	3.77	2.86	3.57	1.51	1.89	
2.23	3.55	3.32	1.69	1.49	2.62	1.35	1.96	3.08	0.47	2.73	2.65	
32.07	28.73	32.33	39.00	40.97	37.73	14.04	51.79	17.21	34.94	10.37	33.01	
62.35	78.24	65.27	30.55	17.78	53.97	34.45	19.38	72.45	19.37	75.32	58.71	
67.08	61.15	40.99	53.10	8.73	66.08	31.34	8.52	82.53	21.19	68.12	28.28	
86.84	42.84	16.32	75.36	41.80	51.31	52.02	47.52	29.43	39.56	21.73	39.13	
85.50	46.22	15.42	48.50	45.31	54.72	50.25	58.45	31.42	40.59	20.42	35.15	
42.18	55.47	35.87	29.01	19.03	41.26	14.39	25.88	46.19	7.71	51.14	35.47	
16.04	14.37	16.16	19.50	20.48	18.86	7.02	25.89	8.61	17.47	5.18	16.50	
31.18	39.12	32.63	15.28	8.89	26.98	17.23	9.69	36.23	9.69	37.66	29.36	
33.54	30.57	20.50	26.55	4.37	33.04	15.67	4.26	41.27	10.60	34.06	14.14	
43.42	21.42	8.16	37.68	20.90	25.66	26.01	23.76	14.71	19.78	10.87	19.57	
42.75	23.11	7.71	24.25	22.66	27.36	25.12	29.23	15.71	20.30	10.21	17.57	
21.09	27.73	17.93	14.51	9.52	20.63	7.20	12.94	23.09	3.85	25.57	17.73	

