4	8
8.39	12.25	9.81	24.70	
9.80	95.00	18.32	80.67	
149.07	74.38	107.68	19.41	
66.81	2.03	53.92	71.19	2.44	27.65	60.08	34.55	
2.61	1.23	6.71	6.05	7.35	7.93	9.66	7.96	
6.41	5.13	7.49	6.49	3.52	3.36	7.21	1.98	
6.21	7.64	2.62	2.61	3.85	4.48	1.64	6.52	
4.08	3.87	4.64	3.63	2.31	2.89	5.32	3.49	
1.30	0.61	3.35	3.03	3.68	3.96	4.83	3.98	
3.20	2.57	3.74	3.24	1.76	1.68	3.61	0.99	
3.10	3.82	1.31	1.31	1.93	2.24	0.82	3.26	
2.04	1.94	2.32	1.81	1.16	1.44	2.66	1.74	
18.11	7.71	42.01	56.66	67.46	40.41	80.49	58.22	
41.11	43.27	47.77	37.50	29.11	17.84	68.84	16.99	
41.90	40.81	15.91	15.69	28.84	23.93	8.55	58.04	
36.84	21.78	41.00	32.59	20.32	21.52	32.93	33.30	
9.05	3.85	21.00	28.33	33.73	20.20	40.24	29.11	
20.55	21.64	23.89	18.75	14.55	8.92	34.42	8.49	
20.95	20.41	7.96	7.84	14.42	11.96	4.28	29.02	
18.42	10.89	20.50	16.30	10.16	10.76	16.46	16.65	

