5	10
0.99	14.77	74.38	11.26	138.00	
10.91	8.75	8.24	9.45	24.18	
98.17	157.78	156.59	126.16	19.52	
21.35	82.93	56.04	38.10	21.44	29.30	68.70	23.32	74.78	91.50	
8.38	11.30	10.23	6.03	8.13	0.87	1.71	1.52	7.34	8.96	
7.83	7.39	8.35	0.30	5.20	6.35	4.57	6.33	9.43	9.33	
8.55	6.68	8.49	2.39	5.42	8.45	6.70	8.39	10.77	10.18	
3.39	8.56	5.51	9.66	6.31	6.85	7.50	6.18	0.39	2.30	
7.74	4.55	7.06	4.45	4.44	9.83	8.24	9.60	10.60	9.43	
4.19	5.65	5.12	3.01	4.06	0.43	0.85	0.76	3.67	4.48	
3.92	3.69	4.17	0.15	2.60	3.18	2.28	3.17	4.72	4.66	
4.28	3.34	4.25	1.20	2.71	4.23	3.35	4.19	5.38	5.09	
1.69	4.28	2.75	4.83	3.15	3.42	3.75	3.09	0.20	1.15	
3.87	2.28	3.53	2.23	2.22	4.91	4.12	4.80	5.30	4.71	
55.32	66.86	98.07	32.75	55.69	5.33	8.71	11.68	51.53	55.20	
46.02	52.31	49.19	2.45	31.18	52.14	24.85	45.78	49.92	66.73	
55.66	57.36	59.40	18.45	34.91	63.83	49.56	71.87	88.52	54.93	
18.70	58.98	27.67	91.86	42.78	44.06	74.35	55.37	2.49	17.43	
40.13	35.66	47.13	32.18	36.72	72.46	65.38	63.84	64.63	70.77	

