4	8
10.18	14.76	10.81	13.48	
22.33	9.04	78.45	32.09	
109.83	51.11	94.47	62.17	
8.56	58.47	61.18	3.26	51.87	46.15	20.10	15.07	
6.88	4.18	5.48	6.30	3.96	8.49	5.23	8.32	
2.05	5.22	3.41	2.32	8.33	8.77	5.95	10.02	
1.95	5.34	3.48	2.99	8.44	8.49	5.92	9.82	
1.91	5.35	3.49	3.39	8.43	8.23	5.82	9.61	
3.44	2.09	2.74	3.15	1.98	4.24	2.61	4.16	
1.03	2.61	1.70	1.16	4.17	4.38	2.98	5.01	
0.98	2.67	1.74	1.49	4.22	4.24	2.96	4.91	
0.95	2.68	1.74	1.69	4.21	4.12	2.91	4.80	
64.48	37.14	45.14	44.67	20.69	44.46	46.32	51.92	
11.48	44.14	30.02	20.47	44.02	78.56	53.13	84.99	
18.99	44.13	17.56	17.84	50.70	51.49	44.95	80.34	
10.07	44.82	34.11	29.14	82.62	67.90	33.39	87.44	
32.24	18.57	22.57	22.34	10.35	22.23	23.16	25.96	
5.74	22.07	15.01	10.23	22.01	39.28	26.57	42.49	
9.49	22.07	8.78	8.92	25.35	25.75	22.48	40.17	
5.04	22.41	17.05	14.57	41.31	33.95	16.70	43.72	

