6	12
23.94	9.45	17.59	29.51	9.54	8.12	
131.72	151.73	138.59	0.49	172.85	172.24	
19.97	125.63	38.45	12.06	120.44	158.55	
37.58	22.53	31.67	30.46	40.35	27.64	56.24	48.65	32.69	25.57	28.91	49.62	
6.82	6.92	3.24	6.60	6.90	2.22	6.89	8.33	8.30	1.65	6.10	5.44	
6.52	5.35	9.20	5.33	0.81	5.34	7.58	7.40	3.35	7.22	4.61	2.07	
7.54	7.37	4.85	7.08	5.96	1.02	7.83	9.05	8.14	0.87	4.56	5.01	
2.95	1.71	7.40	1.74	4.28	5.90	4.08	3.75	1.87	7.55	7.36	2.37	
3.80	3.24	5.53	3.00	4.00	3.49	4.54	5.18	4.09	5.07	5.80	1.73	
3.01	3.89	3.19	3.59	7.88	5.73	2.51	4.29	6.69	6.26	9.21	5.56	
3.41	3.46	1.62	3.30	3.45	1.11	3.45	4.17	4.15	0.82	3.05	2.72	
3.26	2.68	4.60	2.67	0.41	2.67	3.79	3.70	1.67	3.61	2.30	1.03	
3.77	3.68	2.43	3.54	2.98	0.51	3.92	4.53	4.07	0.44	2.28	2.51	
1.47	0.86	3.70	0.87	2.14	2.95	2.04	1.88	0.93	3.77	3.68	1.19	
1.90	1.62	2.76	1.50	2.00	1.75	2.27	2.59	2.04	2.53	2.90	0.86	
1.50	1.95	1.60	1.80	3.94	2.87	1.25	2.15	3.35	3.13	4.60	2.78	
41.11	68.66	28.06	41.10	64.00	21.56	52.23	67.67	76.76	16.17	45.99	30.62	
46.35	53.08	75.14	41.41	7.54	45.50	44.29	68.15	24.23	71.59	28.17	17.98	
39.81	48.06	47.05	41.23	42.44	5.16	67.22	71.73	75.79	6.34	33.82	26.77	
28.26	11.80	64.60	10.79	35.16	47.00	20.69	29.58	10.55	43.95	72.79	17.08	
34.17	26.17	36.14	23.80	29.71	22.35	32.15	37.78	29.63	30.62	34.04	14.78	
24.88	26.52	27.01	23.81	59.72	55.20	13.62	39.21	43.02	31.46	62.90	45.54	
20.55	34.33	14.03	20.55	32.00	10.78	26.11	33.84	38.38	8.09	23.00	15.31	
23.18	26.54	37.57	20.70	3.77	22.75	22.14	34.08	12.12	35.80	14.09	8.99	
19.91	24.03	23.52	20.61	21.22	2.58	33.61	35.87	37.90	3.17	16.91	13.38	
14.13	5.90	32.30	5.39	17.58	23.50	10.35	14.79	5.28	21.98	36.40	8.54	
17.09	13.09	18.07	11.90	14.86	11.18	16.07	18.89	14.81	15.31	17.02	7.39	
12.44	13.26	13.51	11.90	29.86	27.60	6.81	19.61	21.51	15.73	31.45	22.77	

