6	12
16.96	8.97	8.39	9.26	10.44	11.30	
54.11	54.53	110.74	33.41	91.10	119.43	
40.69	124.63	157.63	132.94	108.90	93.72	
49.12	50.97	41.21	57.40	38.75	81.09	56.73	43.73	64.40	35.54	10.38	19.44	
5.46	9.46	4.77	5.30	1.57	7.13	7.80	5.99	7.03	4.64	9.07	6.38	
7.97	9.18	8.85	9.94	12.14	8.21	7.71	7.09	8.72	8.98	4.68	7.07	
6.59	6.89	8.32	9.76	11.28	6.25	8.06	6.20	6.73	7.54	4.96	6.65	
5.96	10.94	3.38	2.94	6.48	8.33	0.18	4.24	8.72	6.56	3.15	2.79	
5.51	8.98	5.22	6.07	8.66	6.94	3.81	4.04	7.44	6.48	0.80	3.46	
2.40	7.16	2.67	4.21	2.68	4.50	5.84	2.99	4.56	1.78	6.30	3.74	
2.73	4.73	2.39	2.65	0.79	3.56	3.90	3.00	3.51	2.32	4.54	3.19	
3.98	4.59	4.43	4.97	6.07	4.10	3.85	3.55	4.36	4.49	2.34	3.53	
3.29	3.45	4.16	4.88	5.64	3.12	4.03	3.10	3.36	3.77	2.48	3.33	
2.98	5.47	1.69	1.47	3.24	4.16	0.09	2.12	4.36	3.28	1.58	1.39	
2.76	4.49	2.61	3.03	4.33	3.47	1.91	2.02	3.72	3.24	0.40	1.73	
1.20	3.58	1.34	2.11	1.34	2.25	2.92	1.49	2.28	0.89	3.15	1.87	
51.47	67.93	33.45	30.04	14.45	58.60	69.71	40.33	61.99	29.25	50.45	42.87	
78.59	67.56	61.24	59.98	90.13	51.96	68.27	54.42	83.51	53.59	43.63	49.60	
60.53	55.19	69.83	95.35	62.62	59.02	73.66	47.33	61.44	62.33	28.02	52.22	
32.98	95.49	33.40	24.95	34.24	44.73	1.68	28.08	56.69	59.75	16.27	15.25	
35.70	75.36	50.09	42.34	83.22	58.52	36.18	25.82	65.96	54.30	6.18	29.39	
13.30	62.54	13.50	33.80	23.89	40.93	44.34	23.83	39.04	16.73	40.36	30.52	
25.73	33.97	16.73	15.02	7.22	29.30	34.85	20.16	31.00	14.62	25.23	21.43	
39.30	33.78	30.62	29.99	45.06	25.98	34.13	27.21	41.76	26.80	21.82	24.80	
30.27	27.59	34.91	47.67	31.31	29.51	36.83	23.66	30.72	31.16	14.01	26.11	
16.49	47.74	16.70	12.47	17.12	22.36	0.84	14.04	28.34	29.88	8.13	7.62	
17.85	37.68	25.05	21.17	41.61	29.26	18.09	12.91	32.98	27.15	3.09	14.70	
6.65	31.27	6.75	16.90	11.95	20.46	22.17	11.91	19.52	8.37	20.18	15.26	

