4	8
13.58	49.61	90.73	153.00	
11.32	20.16	8.74	9.59	
90.90	27.16	142.06	113.39	
11.45	17.42	86.52	19.32	40.31	64.94	29.73	69.88	
7.91	4.55	4.12	1.85	6.06	4.87	2.18	6.74	
5.68	4.16	8.47	7.59	11.49	3.08	8.41	0.61	
4.74	4.18	5.43	4.66	8.44	3.54	5.56	3.11	
1.82	8.33	4.97	6.08	7.96	7.65	7.09	5.68	
3.95	2.28	2.06	0.92	3.03	2.44	1.09	3.37	
2.84	2.08	4.23	3.79	5.74	1.54	4.21	0.30	
2.37	2.09	2.72	2.33	4.22	1.77	2.78	1.56	
0.91	4.16	2.49	3.04	3.98	3.83	3.54	2.84	
65.03	41.83	29.21	11.19	33.90	26.91	11.39	34.47	
32.05	28.86	45.38	43.82	61.06	19.91	47.15	5.48	
39.42	29.31	52.31	35.68	64.94	28.97	43.59	28.73	
14.71	45.12	34.23	47.05	72.11	41.95	42.26	33.26	

