4	8
9.76	27.44	10.34	26.92	
82.35	92.19	7.02	166.92	
109.66	14.53	108.07	16.64	
38.25	16.89	36.30	3.65	21.64	36.86	39.97	32.70	
2.06	4.88	2.80	4.98	4.37	4.21	4.76	3.24	
4.02	6.52	2.47	7.07	2.42	6.32	2.66	4.35	
4.02	1.07	8.69	3.84	8.70	4.44	9.55	3.24	
3.90	3.08	7.40	5.90	5.90	5.95	6.87	1.68	
1.03	2.44	1.40	2.49	2.19	2.11	2.38	1.62	
2.01	3.26	1.23	3.53	1.21	3.16	1.33	2.17	
2.01	0.53	4.35	1.92	4.35	2.22	4.78	1.62	
1.95	1.54	3.70	2.95	2.95	2.98	3.43	0.84	
11.86	46.84	14.05	32.27	43.29	23.16	25.66	21.17	
28.22	50.53	14.52	50.82	23.80	51.48	25.57	22.66	
34.32	8.36	79.83	35.39	44.35	37.57	57.82	22.17	
32.31	26.20	51.23	39.14	50.13	44.17	48.55	11.55	
5.93	23.42	7.03	16.14	21.64	11.58	12.83	10.59	
14.11	25.27	7.26	25.41	11.90	25.74	12.79	11.33	
17.16	4.18	39.91	17.70	22.18	18.79	28.91	11.09	
16.16	13.10	25.61	19.57	25.07	22.09	24.27	5.78	

