4	8
12.17	9.90	11.74	15.99	
63.55	129.86	116.31	19.77	
80.04	119.44	77.38	42.89	
37.99	43.49	19.23	36.44	42.69	2.69	44.39	19.03	
4.30	4.32	3.54	5.56	2.72	4.03	1.40	2.40	
2.29	3.30	6.99	8.19	4.89	2.31	5.64	4.32	
7.03	7.37	0.83	8.73	6.07	6.73	4.74	3.17	
7.43	7.58	2.22	8.10	5.95	7.14	4.47	4.01	
2.15	2.16	1.77	2.78	1.36	2.01	0.70	1.20	
1.15	1.65	3.50	4.09	2.45	1.15	2.82	2.16	
3.52	3.69	0.42	4.36	3.04	3.37	2.37	1.59	
3.72	3.79	1.11	4.05	2.98	3.57	2.23	2.01	
37.45	37.26	19.17	50.20	21.41	33.98	8.22	15.66	
11.96	19.22	68.24	60.70	42.22	17.46	29.13	33.65	
49.13	59.30	8.17	81.70	37.05	43.06	25.84	25.46	
71.24	67.88	16.75	79.80	48.32	65.23	41.64	30.88	
18.73	18.63	9.59	25.10	10.71	16.99	4.11	7.83	
5.98	9.61	34.12	30.35	21.11	8.73	14.56	16.82	
24.57	29.65	4.08	40.85	18.52	21.53	12.92	12.73	
35.62	33.94	8.38	39.90	24.16	32.62	20.82	15.44	

