6	12
15.46	8.86	8.20	14.49	8.44	9.74	
130.79	149.94	49.02	49.42	112.47	158.52	
44.93	138.53	157.38	50.40	149.97	110.19	
1.24	28.61	90.06	67.48	95.88	78.26	15.55	53.22	10.62	70.02	44.91	36.34	
7.40	0.85	2.79	1.15	3.20	3.64	2.17	7.23	8.06	0.61	1.74	10.49	
2.01	8.01	8.69	7.63	4.80	5.86	7.60	2.30	0.45	8.23	6.43	7.74	
2.70	5.19	6.04	4.82	1.99	3.45	4.90	2.78	2.96	5.41	3.62	7.88	
5.34	5.76	4.54	5.34	5.90	3.15	4.39	8.42	7.63	7.08	5.13	4.37	
1.41	7.67	8.25	7.28	4.57	5.38	7.18	2.68	1.03	7.99	6.10	7.19	
8.00	1.54	3.41	1.91	3.64	4.39	2.91	7.51	8.50	0.21	2.44	11.25	
3.70	0.42	1.39	0.58	1.60	1.82	1.09	3.61	4.03	0.30	0.87	5.25	
1.00	4.00	4.35	3.82	2.40	2.93	3.80	1.15	0.22	4.12	3.22	3.87	
1.35	2.59	3.02	2.41	1.00	1.73	2.45	1.39	1.48	2.71	1.81	3.94	
2.67	2.88	2.27	2.67	2.95	1.57	2.19	4.21	3.82	3.54	2.57	2.18	
0.71	3.84	4.13	3.64	2.29	2.69	3.59	1.34	0.52	4.00	3.05	3.60	
4.00	0.77	1.70	0.95	1.82	2.20	1.46	3.76	4.25	0.11	1.22	5.63	
47.34	5.62	19.29	6.00	18.10	31.87	19.54	69.64	76.29	4.02	14.24	102.34	
16.96	42.23	57.06	41.84	40.04	51.62	57.33	14.40	2.43	50.71	36.73	59.73	
23.67	46.90	59.23	32.00	12.75	26.96	32.09	20.05	26.07	52.95	32.54	43.11	
41.25	35.55	45.18	40.62	50.46	27.83	41.90	48.05	49.18	36.45	44.48	36.55	
10.52	49.16	73.49	49.97	30.11	35.10	68.71	23.67	10.28	65.03	41.17	57.47	
68.18	9.33	32.46	12.21	18.27	29.45	21.84	54.31	82.11	1.12	17.76	79.32	
23.67	2.81	9.64	3.00	9.05	15.94	9.77	34.82	38.15	2.01	7.12	51.17	
8.48	21.11	28.53	20.92	20.02	25.81	28.66	7.20	1.22	25.36	18.36	29.86	
11.84	23.45	29.61	16.00	6.38	13.48	16.05	10.03	13.04	26.48	16.27	21.55	
20.62	17.77	22.59	20.31	25.23	13.91	20.95	24.02	24.59	18.23	22.24	18.27	
5.26	24.58	36.74	24.98	15.05	17.55	34.35	11.84	5.14	32.52	20.59	28.73	
34.09	4.67	16.23	6.11	9.13	14.72	10.92	27.16	41.05	0.56	8.88	39.66	

