5	10
11.92	9.18	10.65	10.75	14.99	
31.44	120.93	47.11	57.68	7.79	
76.61	129.49	93.54	99.89	52.60	
39.23	2.07	34.72	61.88	43.27	56.35	49.27	12.71	38.26	39.01	
4.05	3.27	2.93	4.25	6.90	0.34	2.81	5.50	3.73	2.90	
2.44	1.57	1.44	3.74	6.17	1.51	3.71	4.54	3.78	4.55	
9.32	9.77	8.53	6.29	7.06	7.58	4.95	7.57	5.25	7.98	
6.66	7.14	5.88	3.68	4.96	5.21	2.62	5.08	2.59	6.42	
9.74	10.40	9.10	6.56	6.71	8.55	5.93	7.57	5.76	9.34	
2.02	1.63	1.46	2.13	3.45	0.17	1.40	2.75	1.86	1.45	
1.22	0.78	0.72	1.87	3.09	0.76	1.85	2.27	1.89	2.27	
4.66	4.88	4.27	3.14	3.53	3.79	2.47	3.78	2.63	3.99	
3.33	3.57	2.94	1.84	2.48	2.61	1.31	2.54	1.29	3.21	
4.87	5.20	4.55	3.28	3.36	4.27	2.96	3.78	2.88	4.67	
22.04	31.02	22.12	23.74	54.57	1.84	27.87	47.12	28.86	26.95	
19.88	15.14	7.79	31.48	33.89	13.55	24.31	34.44	30.74	27.20	
79.38	67.16	73.68	34.48	49.20	58.95	37.12	66.24	34.77	76.17	
51.08	48.95	38.45	30.54	25.33	30.64	14.02	39.27	17.47	49.72	
82.79	99.96	67.21	56.90	62.10	82.67	58.75	56.12	30.32	56.52	
11.02	15.51	11.06	11.87	27.29	0.92	13.94	23.56	14.43	13.47	
9.94	7.57	3.90	15.74	16.95	6.78	12.15	17.22	15.37	13.60	
39.69	33.58	36.84	17.24	24.60	29.48	18.56	33.12	17.39	38.09	
25.54	24.48	19.23	15.27	12.66	15.32	7.01	19.64	8.73	24.86	
41.40	49.98	33.60	28.45	31.05	41.34	29.38	28.06	15.16	28.26	

