6	12
10.48	13.10	11.41	18.95	20.25	9.49	
105.29	43.69	172.78	179.39	95.79	38.18	
103.77	64.00	84.85	32.70	25.69	116.17	
22.85	10.86	21.25	48.65	35.76	51.62	40.45	53.13	38.94	31.70	16.91	16.23	
0.99	1.91	2.99	7.11	1.43	3.97	4.24	3.14	4.73	7.99	3.32	1.22	
5.27	3.93	2.58	4.50	4.22	2.02	1.10	8.06	1.54	2.79	4.73	4.09	
5.00	2.49	1.85	2.72	2.97	1.34	2.37	6.18	1.65	4.88	1.98	3.78	
2.79	1.17	2.50	5.70	1.09	3.28	3.98	3.10	4.06	7.55	1.57	2.21	
6.17	4.14	4.90	5.15	4.35	5.09	6.12	4.56	5.62	8.80	2.51	5.55	
3.89	1.70	2.63	4.82	1.92	3.12	4.03	3.75	3.82	7.29	0.57	3.12	
0.50	0.96	1.49	3.55	0.71	1.99	2.12	1.57	2.36	4.00	1.66	0.61	
2.64	1.97	1.29	2.25	2.11	1.01	0.55	4.03	0.77	1.39	2.37	2.05	
2.50	1.24	0.93	1.36	1.48	0.67	1.18	3.09	0.83	2.44	0.99	1.89	
1.40	0.59	1.25	2.85	0.55	1.64	1.99	1.55	2.03	3.78	0.78	1.10	
3.08	2.07	2.45	2.58	2.17	2.54	3.06	2.28	2.81	4.40	1.25	2.77	
1.95	0.85	1.32	2.41	0.96	1.56	2.01	1.88	1.91	3.65	0.29	1.56	
6.24	9.65	21.39	49.81	9.43	39.01	41.25	20.47	29.98	67.06	27.69	7.26	
45.05	25.04	18.52	35.21	41.37	11.20	7.87	61.41	14.00	19.81	41.59	38.94	
27.10	22.04	15.31	14.50	18.08	7.38	19.62	32.68	8.76	38.83	17.36	25.29	
18.33	8.67	15.74	37.40	5.65	30.53	30.65	26.06	34.00	43.56	13.21	21.14	
40.21	26.40	46.51	46.68	26.36	35.75	33.45	26.98	47.27	64.21	13.06	41.89	
27.07	8.49	15.54	29.51	9.98	26.33	24.20	20.17	27.31	65.75	3.11	22.54	
3.12	4.83	10.70	24.91	4.71	19.50	20.62	10.23	14.99	33.53	13.85	3.63	
22.52	12.52	9.26	17.61	20.68	5.60	3.94	30.70	7.00	9.90	20.80	19.47	
13.55	11.02	7.66	7.25	9.04	3.69	9.81	16.34	4.38	19.41	8.68	12.64	
9.16	4.33	7.87	18.70	2.83	15.27	15.32	13.03	17.00	21.78	6.61	10.57	
20.11	13.20	23.25	23.34	13.18	17.88	16.73	13.49	23.64	32.10	6.53	20.95	
13.54	4.25	7.77	14.76	4.99	13.16	12.10	10.09	13.65	32.88	1.55	11.27	

