6	12
8.08	17.25	10.24	15.28	14.71	15.50	
147.66	130.85	32.76	63.16	118.62	110.00	
155.77	34.48	97.86	43.72	52.92	48.92	
5.00	33.04	36.67	32.80	10.05	45.75	10.58	33.79	46.99	49.39	16.06	13.47	
1.32	4.62	1.87	7.15	3.31	5.89	8.90	5.11	6.76	4.27	4.11	5.32	
7.35	3.48	5.66	6.89	4.79	1.74	8.81	3.79	8.07	8.82	2.01	4.57	
4.60	9.35	7.16	5.04	8.45	9.85	5.72	9.92	3.37	1.24	7.44	5.33	
7.17	6.20	6.89	3.52	6.81	5.09	5.36	6.69	5.01	7.16	3.41	1.72	
8.01	4.22	6.42	6.85	5.56	2.35	8.71	4.49	8.19	9.29	2.68	4.68	
7.19	6.53	7.08	3.12	7.07	5.48	4.95	7.03	4.66	6.99	3.72	1.50	
0.66	2.31	0.94	3.57	1.66	2.94	4.45	2.55	3.38	2.14	2.06	2.66	
3.67	1.74	2.83	3.44	2.39	0.87	4.41	1.89	4.04	4.41	1.00	2.29	
2.30	4.68	3.58	2.52	4.23	4.92	2.86	4.96	1.69	0.62	3.72	2.66	
3.58	3.10	3.45	1.76	3.40	2.55	2.68	3.34	2.51	3.58	1.70	0.86	
4.00	2.11	3.21	3.43	2.78	1.18	4.36	2.25	4.09	4.64	1.34	2.34	
3.59	3.27	3.54	1.56	3.53	2.74	2.48	3.51	2.33	3.49	1.86	0.75	
7.85	30.55	12.26	50.54	24.15	53.73	76.42	35.66	34.95	37.99	21.98	48.32	
50.59	32.96	35.10	52.09	31.69	14.82	56.81	30.62	43.30	86.33	19.06	38.83	
27.29	65.37	47.02	44.30	60.10	73.08	41.56	84.33	29.81	7.65	46.05	38.49	
70.63	41.15	65.97	23.96	37.85	42.10	44.70	42.80	44.34	54.06	21.77	14.24	
64.12	22.52	49.29	62.52	46.63	20.44	49.45	38.70	75.02	83.23	20.89	37.41	
62.09	37.87	37.02	19.35	45.14	51.86	39.71	41.23	28.52	48.38	20.33	11.80	
3.92	15.28	6.13	25.27	12.07	26.86	38.21	17.83	17.48	19.00	10.99	24.16	
25.30	16.48	17.55	26.05	15.85	7.41	28.41	15.31	21.65	43.16	9.53	19.41	
13.64	32.69	23.51	22.15	30.05	36.54	20.78	42.16	14.90	3.83	23.02	19.25	
35.31	20.57	32.98	11.98	18.93	21.05	22.35	21.40	22.17	27.03	10.88	7.12	
32.06	11.26	24.64	31.26	23.32	10.22	24.73	19.35	37.51	41.62	10.45	18.70	
31.05	18.93	18.51	9.68	22.57	25.93	19.86	20.61	14.26	24.19	10.16	5.90	

