6	12
12.06	10.86	10.38	8.74	10.22	11.06	
28.17	139.20	115.89	83.87	11.63	82.24	
82.12	95.03	96.44	141.91	98.40	93.07	
56.75	61.91	1.92	84.03	43.30	53.33	6.56	15.25	49.46	41.16	14.71	77.42	
4.29	5.66	8.87	6.65	1.71	4.02	8.02	1.74	7.77	9.40	2.24	1.97	
4.96	6.36	0.96	1.99	7.58	8.88	0.48	6.89	5.67	1.97	7.07	7.59	
6.09	7.86	9.11	6.52	1.07	6.64	8.49	1.69	9.67	9.27	1.23	4.53	
2.95	4.97	3.95	1.96	4.62	6.51	3.16	3.92	5.53	4.53	4.16	4.84	
4.63	6.67	6.79	4.20	1.89	6.54	6.20	1.43	8.06	6.97	1.23	4.35	
2.75	4.82	4.35	2.32	4.25	6.18	3.56	3.54	5.57	4.93	3.81	4.46	
2.15	2.83	4.43	3.32	0.85	2.01	4.01	0.87	3.88	4.70	1.12	0.99	
2.48	3.18	0.48	1.00	3.79	4.44	0.24	3.45	2.83	0.99	3.53	3.79	
3.05	3.93	4.55	3.26	0.54	3.32	4.24	0.84	4.83	4.63	0.62	2.27	
1.47	2.48	1.97	0.98	2.31	3.25	1.58	1.96	2.76	2.26	2.08	2.42	
2.32	3.34	3.40	2.10	0.95	3.27	3.10	0.72	4.03	3.48	0.62	2.18	
1.37	2.41	2.18	1.16	2.12	3.09	1.78	1.77	2.78	2.47	1.90	2.23	
41.22	52.25	55.85	59.79	16.81	23.54	70.80	15.94	46.95	72.87	12.73	15.96	
34.21	43.43	9.02	10.67	41.74	84.44	4.06	39.47	44.09	17.97	68.06	75.54	
49.17	77.62	68.89	55.53	10.63	60.07	64.39	11.23	91.59	56.22	11.42	28.05	
20.89	40.22	32.49	13.64	38.39	47.34	26.90	32.14	42.52	23.06	34.39	24.76	
37.26	64.58	54.80	27.78	18.58	49.74	60.08	10.56	69.49	48.70	11.58	25.80	
15.16	33.33	30.42	23.00	23.18	32.21	23.06	25.18	50.10	35.94	22.77	28.75	
20.61	26.12	27.93	29.89	8.40	11.77	35.40	7.97	23.48	36.44	6.37	7.98	
17.11	21.71	4.51	5.33	20.87	42.22	2.03	19.73	22.05	8.98	34.03	37.77	
24.59	38.81	34.45	27.77	5.32	30.04	32.20	5.62	45.80	28.11	5.71	14.03	
10.45	20.11	16.25	6.82	19.20	23.67	13.45	16.07	21.26	11.53	17.20	12.38	
18.63	32.29	27.40	13.89	9.29	24.87	30.04	5.28	34.74	24.35	5.79	12.90	
7.58	16.66	15.21	11.50	11.59	16.11	11.53	12.59	25.05	17.97	11.38	14.38	

