6	12
56.70	61.42	150.18	40.77	92.08	76.62	
11.33	11.68	15.59	8.28	12.33	20.34	
78.16	75.47	43.17	146.60	70.63	27.25	
46.50	8.43	29.30	28.69	54.88	32.38	25.07	1.98	17.11	60.01	19.43	15.68	
4.56	5.46	4.05	4.03	4.61	5.27	7.42	5.23	4.82	4.34	5.14	6.49	
2.19	5.79	1.79	6.12	7.69	3.22	2.44	1.87	1.59	7.79	3.07	1.22	
6.30	9.08	4.40	8.16	9.11	2.86	8.20	4.02	4.18	8.89	7.39	5.56	
1.15	4.19	2.54	4.86	6.47	4.76	1.75	3.44	2.98	6.64	1.44	2.96	
6.73	10.16	4.76	9.71	10.95	2.24	7.58	3.47	3.97	10.84	7.86	4.45	
6.25	7.91	4.96	6.56	7.09	4.87	8.84	5.48	5.32	6.78	7.10	7.02	
2.28	2.73	2.03	2.01	2.31	2.63	3.71	2.61	2.41	2.17	2.57	3.25	
1.09	2.89	0.90	3.06	3.85	1.61	1.22	0.93	0.80	3.89	1.54	0.61	
3.15	4.54	2.20	4.08	4.55	1.43	4.10	2.01	2.09	4.45	3.70	2.78	
0.57	2.10	1.27	2.43	3.23	2.38	0.88	1.72	1.49	3.32	0.72	1.48	
3.36	5.08	2.38	4.85	5.48	1.12	3.79	1.73	1.99	5.42	3.93	2.22	
3.13	3.96	2.48	3.28	3.54	2.44	4.42	2.74	2.66	3.39	3.55	3.51	
42.97	38.58	27.97	35.07	45.51	47.63	63.49	48.82	47.52	28.70	35.24	36.17	
18.93	42.69	16.61	60.77	52.73	22.81	18.86	9.63	8.84	42.20	21.60	7.14	
39.68	67.61	36.49	47.80	61.74	15.89	56.49	40.13	23.18	54.88	65.37	31.59	
8.81	34.72	25.21	30.89	54.51	36.29	12.69	29.52	26.39	44.75	10.88	15.75	
49.37	95.91	45.87	84.24	63.08	15.28	56.44	32.74	25.54	80.50	68.59	38.51	
37.02	78.10	35.43	40.00	43.82	24.97	69.40	49.91	48.05	66.03	43.06	51.14	

