5	10
14.09	15.00	15.66	10.45	25.53	
21.21	7.07	83.91	154.66	150.10	
59.43	47.92	48.19	98.92	15.60	
9.36	20.71	17.11	5.95	27.87	19.83	12.40	18.60	35.09	40.82	
7.47	1.80	7.21	3.86	2.84	4.40	9.13	4.83	6.49	5.15	
4.08	3.85	4.37	4.18	1.14	3.08	5.79	1.50	3.05	5.70	
2.82	10.60	2.79	7.64	7.92	9.21	1.30	5.29	3.81	8.15	
1.91	6.32	3.11	5.74	3.58	4.50	3.54	1.60	1.07	7.02	
8.06	8.70	6.47	3.36	7.85	10.19	8.81	7.01	7.77	1.84	
3.73	0.90	3.60	1.93	1.42	2.20	4.56	2.42	3.25	2.57	
2.04	1.93	2.19	2.09	0.57	1.54	2.89	0.75	1.53	2.85	
1.41	5.30	1.40	3.82	3.96	4.61	0.65	2.64	1.91	4.07	
0.96	3.16	1.56	2.87	1.79	2.25	1.77	0.80	0.53	3.51	
4.03	4.35	3.23	1.68	3.92	5.10	4.40	3.51	3.88	0.92	
67.36	10.55	44.36	27.39	22.46	27.08	72.25	47.56	63.81	35.95	
22.86	37.20	40.59	39.11	7.77	17.92	33.40	9.96	18.26	34.25	
20.17	59.14	17.00	62.54	51.03	88.16	7.29	42.36	35.48	63.85	
12.31	47.22	15.61	33.89	28.56	30.40	33.13	9.63	9.06	41.50	
70.16	81.15	34.82	18.06	70.89	51.52	65.43	56.22	73.89	18.05	
33.68	5.28	22.18	13.70	11.23	13.54	36.12	23.78	31.91	17.98	
11.43	18.60	20.30	19.55	3.88	8.96	16.70	4.98	9.13	17.12	
10.09	29.57	8.50	31.27	25.52	44.08	3.65	21.18	17.74	31.93	
6.16	23.61	7.80	16.95	14.28	15.20	16.57	4.82	4.53	20.75	
35.08	40.58	17.41	9.03	35.45	25.76	32.72	28.11	36.95	9.03	

